"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1789576628936532034","Sun May 12 08:41:31 +0000 2024","1","Halo #SobATRBPN Pelayanan Pertanahan Akhir Pekan (PELATARAN). #AHYMenteriATR #IndonesiaLengkap #ATRBPNKiniLebihBaik #ATRBPNMajudanModern #MelayaniProfesionalTerpercaya #SetiapKitaAdalahHumas #SetiapKitaAdalahAmbassador Repost @kementerian.atrbpn https://t.co/ALjdNG3vpY","1789576628936532034","","","in","Kota Kendari, Sulawesi Tenggar","0","0","0","https://twitter.com/Kantah_kendari/status/1789576628936532034","1085168940567818245","Kantah_kendari"
"1789575764008210553","Sun May 12 08:38:05 +0000 2024","0","Area kota Kendari kacamata KIR terima panggilan untuk pengukuran WA 085316131709 https://t.co/jZB2h3jMzb","1789575764008210553","https://pbs.twimg.com/media/GNXZqLMb0AA-iT0.jpg","","in","","0","0","0","https://twitter.com/Indaenda1/status/1789575764008210553","1404482753949691906","Indaenda1"
"1789560516173775111","Sun May 12 07:45:15 +0000 2024","0","@AraituLaki GajahBona dan dumbo belalainya masih enak suka menolong coba dabo kendari...beLALAInya werewerrr eweeerrrr cari2 kesempatan dibalik kemilau palkonnya ","1789562466814525705","","AraituLaki","in","hell lobby","0","0","0","https://twitter.com/arkhamclinic/status/1789562466814525705","1708049619232698368","arkhamclinic"
"1789559049551557120","Sun May 12 07:31:40 +0000 2024","0","Di kendari Sulawesi Tenggara Indonesia mereka membuatku gak bisa tidur sama sekali jadi aku terserang schizophrenia...","1789559049551557120","","","in","Surabaya","0","0","0","https://twitter.com/joglo81/status/1789559049551557120","3322013256","joglo81"
"1789557869454770670","Sun May 12 07:26:59 +0000 2024","0","MENERIMA PIJAT ++ DAERAH KENDARI INCALL / OUTCALL COD / BAYAR DI TEMPAT CEK WA DI BIO #pijatkendari #pijatpriakendari #gaykendari #BOkendari #gigolokendari https://t.co/d4HODQfbda","1789557869454770670","https://pbs.twimg.com/media/GNXJZaJb0AADglw.jpg","","in","","0","0","0","https://twitter.com/Sisilia98784218/status/1789557869454770670","1762444521902927872","Sisilia98784218"
"1789557635194524022","Sun May 12 07:26:03 +0000 2024","0","Halo #SobATRBPN Untuk jadwal Pelataran (Pelayanan Pertanahan Akhir Pekan) Kantor Pertanahan Kota Kendari dibuka pada setiap hari Sabtu dan Minggu jam 09:00-12:00 WITA. #PelataranBPN #PertanahanSabtuMinggu https://t.co/PwNRtva1o1","1789557635194524022","https://pbs.twimg.com/media/GNXJFxvaQAAlKIF.jpg","","in","","0","0","0","https://twitter.com/kantahkabkonawe/status/1789557635194524022","968332991322906624","kantahkabkonawe"
"1789556282959307038","Sun May 12 07:20:40 +0000 2024","0","Jadi di kendari aku di kerjai sekaligus.... Psikologi ku... Ilmu Hitam bully....","1789556282959307038","","","in","Surabaya","0","0","0","https://twitter.com/joglo81/status/1789556282959307038","3322013256","joglo81"
"1789550915927863347","Sun May 12 06:59:21 +0000 2024","0","If you see this tweet do it : 5 makanan paling enak - MIE AYAM SEKATEN KENDARI - tumis hati ikan buatan bunda - nasgor tomat buatan bunda - parende bolu buatan bunda - ikan masak kuah buatan oma","1789550915927863347","","","in","Land of Iron","0","1","0","https://twitter.com/milochocoblazz/status/1789550915927863347","1169071931309428736","milochocoblazz"
"1789542019221827705","Sun May 12 06:24:00 +0000 2024","0","ternyata aku di serang psikologi ku oleh orang orang kendari...","1789542019221827705","","","in","Surabaya","0","0","0","https://twitter.com/joglo81/status/1789542019221827705","3322013256","joglo81"
"1789539735633039594","Sun May 12 06:14:55 +0000 2024","1","OUTCAL/INCAL WA CEK DI BIO #pijatkendari #kendaripijat #availkendari #bokendari #pijatpriakendari #gaykendari https://t.co/BSp7vhVejZ","1789539735633039594","https://pbs.twimg.com/media/GNW45qDaIAAOHKP.jpg","","in","","0","0","0","https://twitter.com/asligunes345/status/1789539735633039594","970437013659779073","asligunes345"
"1789317066589421849","Sun May 12 06:11:26 +0000 2024","0","@faqihMukhamad1 Apkh anda org kendari","1789538858855739649","","faqihMukhamad1","in","","0","0","0","https://twitter.com/vindazlle/status/1789538858855739649","1706470482684637184","vindazlle"
"1789537947676790808","Sun May 12 06:07:49 +0000 2024","0","Banyak jg ni yg ke kendari wkwk","1789537947676790808","","","in","","0","0","0","https://twitter.com/xkurniadwi/status/1789537947676790808","87370946","xkurniadwi"
